talk_desc,event,talk_name,views,duration,tags,recorded_at,published on
"What drives society's understanding of right and wrong? In this thought-provoking talk, futurist Juan Enriquez offers a historical outlook on what humanity once deemed acceptable -- from human sacrifice and public executions to slavery and eating meat -- and makes a surprising case that exponential advances in technology leads to more ethical behavior.",TED2020 ,How technology changes our sense of right and wrong,1163844,444,"['future', 'technology', 'humanity', 'big problems', 'history', 'morality']",2020-11-01T00:00:00.000+00:00,1612453836
"Short videos -- 60 seconds or less, made and shared on apps like TikTok, Snapchat and Instagram -- are more than just a fun way to pass the time; they've transformed how we work, communicate and learn. Digital strategist Qiuqing Tai explores the explosive rise of bite-sized content and forecasts its promise as an economic and social force.",TED@BCG,"TikTok, Instagram, Snapchat -- and the rise of bite-sized content",231688,527,"['media', 'Internet', 'web', 'social media', 'communication']",2020-10-21T00:00:00.000+00:00,1612367163
"What would happen if one day all of humanity's artificial satellites suddenly disappeared? Within hours, most of the planet's traffic would grind to a halt, the world economy would shut down, and most countries would declare a state of emergency. Even in the best-case scenario, our civilization would be set back by decades. So, what are the odds of this actually happening? Moriba Jah investigates. [Directed by Darvideo Animation Studio, narrated by Addison Anderson],",TED-Ed,What if every satellite suddenly disappeared?,236420,297,"['TED-Ed', 'animation', 'education', 'technology', 'government', 'design', 'space', 'TED Fellows']",2021-02-02T00:00:00.000+00:00,1612286134
"What if we could better understand the world's biggest challenges simply by looking at a map? Jack Dangermond, a pioneer in geographic information system (GIS) technology that powers the digital maps people around the world use every day, speaks with TED technology curator Simone Ross about how his team is building a geospatial nervous system: a global, interconnected GIS network that reveals patterns, visualizes trends -- and could transform the way we make decisions about nearly everything.",TED Salon Brightline Initiative,How a geospatial nervous system could help us design a better future,947569,1332,"['map', 'data', 'decision-making', 'technology', 'software']",2020-11-18T00:00:00.000+00:00,1612281304
"For most humans, farts are a welcome relief, an embarrassing incident, or an opportunity for a gas-based gag. But for many other creatures, farts are no laughing matter. Deep in the bowels of the animal kingdom, farts can serve as tools of intimidation, acts of self-defense, and weapons of malodorous murder. Nick Caruso and Dani Rabaiotti dig into the funky and foul world of animal flatulence. [Directed by Avi Ofer, narrated by Alexandra Panzer, music by Jarrett Farkas].",TED-Ed,The world's most dangerous fart,657105,268,"['TED-Ed', 'education', 'animation', 'animals', 'science', 'biology', 'climate change', 'food']",2021-02-01T00:00:00.000+00:00,1612196203
"Is art worth it? ""Hell yeah,"" says graphic novelist R. Alan Brooks -- art has the power to scare dictators, inspire multitudes and change hearts and minds across the world. Reflecting on his journey to become an artist at a time when the world felt like it was burning, Brooks shares how creating something from a place of sincerity and passion can positively impact people in ways you may never know.",TEDxMileHigh,"When the world is burning, is art a waste of time?",1036440,764,"['art', 'creativity', 'books', 'social change', 'activism', 'society']",2020-08-29T00:00:00.000+00:00,1612196022
"Difficult emotions can get under your skin if you're not careful. Sport and performance consultant Jessica Woods calls this the ""jumping cholla effect,"" inspired by a sneaky kind of cactus that detaches and burrows its spines into unsuspecting passersby. In this empowering talk, she shares four mood-regulating strategies to help you gain self-awareness of your feelings, avoid catching other people's emotions and perform at your peak -- whatever the prickly situation may be.",TED@PMI,How to avoid catching prickly emotions from other people,1340706,668,"['psychology', 'humanity', 'emotions', 'mental health', 'communication', 'relationships']",2020-09-24T00:00:00.000+00:00,1611935419
"Consider a bat that is infected with several deadly viruses, including ones that cause rabies, SARS, and Ebola. While this diagnosis would be lethal for other mammals, the winged wonder is totally unfazed, and may even spend the next 30 years living as if this were totally normal— because for bats, it is. So what's protecting bats from these dangerous infections? Arinjay Banerjee investigates. [Directed by Cabong Studios, narrated by Adrian Dannatt, music by Júlio Muzzi and Astrolábio Studio].",TED-Ed,Why bats don't get sick,564936,330,"['TED-Ed', 'animals', 'animation', 'education', 'disease', 'health', 'virus', 'public health']",2021-01-26T00:00:00.000+00:00,1611852963
"Formally or informally, human societies across place and time have made rules to bind and dissolve couples. The stakes of who can obtain a divorce, and why, have always been high. Divorce is a battlefield for some of society's most urgent issues, including the roles of church and state, individual rights, and women's rights. Rod Phillips digs into the complicated history of divorce. [Directed by Chintis Lundgreni Animatsioonistuudio, narrated by Addison Anderson, music by Draško Ivezić and Luigi Boccherini].",TED-Ed,A brief history of divorce,350283,321,"['TED-Ed', 'animation', 'education', 'history', 'love', 'religion', 'relationships', 'culture', 'women']",2021-01-28T00:00:00.000+00:00,1611852914
"Cities are becoming increasingly privatized: commercial real estate dominates the streets, carving up open space that once belonged to the public and selling it as a commodity to the highest bidder. Architect Elizabeth Diller explores the causes and effects of this growing threat -- and takes us on tour of her groundbreaking projects aimed at creating landscapes for the public to enjoy, from the High Line in New York City to Zaryadye Park in Moscow.",TEDWomen 2020,A stealthy reimagining of urban public space,187061,613,"['architecture', 'cities', 'urban', 'design', 'urban planning', 'public spaces']",2020-11-12T00:00:00.000+00:00,1611849399
"The abrupt shift to online learning due to COVID-19 rocked the US education system, unearthing many of the inequities at its foundation. Educator Nora Flanagan says we can reframe this moment as an opportunity to fix what's long been broken for teachers, students and families -- and shares four ways schools can reinvent themselves for a post-pandemic world.",TEDxWrigleyville,What COVID-19 revealed about US schools -- and 4 ways to rethink education,1170356,635,"['education', 'coronavirus', 'TEDx', 'student', 'teaching', 'children', 'family', 'community', 'United States']",2020-06-28T00:00:00.000+00:00,1611763052
"Shopping is about more than just what you buy: it's a treasure hunt to discover something new, a negotiation to get a great deal, a time to catch up with friends and family. But for many, online shopping has turned the experience into an impersonal, unsatisfactory event. Is there a way to bring back the magic? With exciting examples from companies in India, Thailand and China, consumer expert Nimisha Jain introduces us to ""conversational commerce,"" a new retail model that combines the convenience of a digital experience with the personalized touch of a real, human interaction.",TED@BCG,The joy of shopping -- and how to recapture it online,1004488,683,"['business', 'innovation', 'Internet', 'china', 'shopping', 'india', 'consumerism']",2020-10-21T00:00:00.000+00:00,1611675908
