talk_name,event_cat,views_x,p_year,mws,fkl,mtld,cnt_i,cnt_we,cnt_you,nip_comps_cnt,nip,nvr,time_period,most_frequent_topic
The mental health benefits of storytelling for health care workers,TED Main,1769752,2020,20.0,12.3,103.80646348175873,31,23,10,15,0.0256849315068493,1.5822222222222222,4,health
How we're using AI to discover new antibiotics,TED Main,1862078,2020,22.0,12.6,91.91563420395492,0,36,2,10,0.0229885057471264,1.7414965986394555,4,posessions
"A new way to ""grow"" islands and coastlines",TED Main,264760,2020,14.0,9.3,60.38314184686223,4,49,23,9,0.0201342281879194,1.479591836734694,4,environment
"The injustice of ""policing for profit"" -- and how to end it",TEDx,1919053,2020,16.0,9.7,80.20145487700937,11,30,30,11,0.0142118863049095,2.009009009009009,4,technology
"Crisis support for the world, one text away",TED Main,999599,2020,14.0,7.4,69.81018518518519,13,57,24,41,0.0594202898550724,1.6598360655737705,4,human feelings
A global pandemic calls for global solutions,TED Main,2191752,2020,15.0,8.7,69.63823130827893,28,109,47,25,0.026567481402763,1.3404825737265416,4,posessions
How to shift your mindset and choose your future,TED Main,2699124,2020,18.0,9.8,72.38056890071157,51,90,11,10,0.010482180293501,1.3200992555831266,4,human feelings
An ode to living on Earth,TED Main,2076906,2020,13.0,6.7,73.70917754338038,19,63,15,10,0.0156739811912225,1.5991902834008098,4,human feelings
What's missing from the American immigrant narrative,TED Institute,1910080,2020,23.5,12.1,82.28773788408992,64,25,27,7,0.010719754977029,1.0466666666666666,4,human feelings
An evolutionary perspective on human health and disease,TEDx,1961319,2020,25.0,13.7,124.0612681204397,22,15,17,19,0.0204962243797195,2.096296296296296,4,posessions
"How to co-parent as allies, not adversaries",TEDx,2011825,2020,12.0,5.9,46.25757575757576,82,77,23,10,0.011806375442739,1.0948275862068966,4,human feelings
Racism has a cost for everyone,TED Women,2274415,2020,17.0,9.1,87.9385091068162,35,37,11,11,0.0127758420441347,1.768627450980392,4,human feelings
"How to spark your curiosity, scientifically",TED Institute,441737,2020,13.0,7.5,72.00008936335595,52,23,33,9,0.0132743362831858,0.9458483754512635,4,human feelings
"The wonders of the molecular world, animated",TED Main,400933,2020,21.5,11.3,78.80450667428664,5,5,5,7,0.0191780821917808,1.3892215568862276,4,environment
The galactic recipe for a living planet,TED Institute,413027,2020,19.0,8.0,63.26311882969485,17,69,47,17,0.020935960591133,1.3029315960912051,4,environment
How understanding divorce can help your marriage,TED Women,2331479,2020,15.0,7.8,70.32701377289825,8,23,22,15,0.023076923076923,1.0888888888888888,4,health
"In uncertain times, think like a mother",TED Women,2057295,2020,20.0,9.6,75.63524112347642,21,34,27,6,0.0096153846153846,1.4266666666666667,4,human feelings
The intangible effects of walls,TEDx,2062015,2020,19.0,9.5,77.56388206804576,23,24,9,13,0.0183615819209039,1.4128787878787878,4,environment
What it's really like to have autism,TED-Ed Weekend,1550673,2020,13.0,7.5,77.43554736922039,30,22,12,2,0.0033783783783783,1.30188679245283,4,technology
How you can help save the monarch butterfly -- and the planet,TED Women,1074950,2020,18.0,10.1,57.56191069545551,5,50,23,13,0.0181564245810055,1.900398406374502,4,human feelings
How forgiveness can create a more just legal system,TED Women,1917987,2020,23.0,12.8,91.456408833632,12,15,10,15,0.0167973124300112,1.8644688644688645,4,entertainment
Indigenous knowledge meets science to take on climate change,TED Women,1208662,2020,12.0,7.1,47.43128665342414,10,58,18,15,0.0192307692307692,1.2222222222222223,4,environment
2 questions to uncover your passion -- and turn it into a career,TED Women,2819127,2020,20.0,9.9,73.67451101928376,33,26,62,16,0.024024024024024,0.9561128526645768,4,health
"Simple, effective tech to connect communities in crisis",TED Institute,1973275,2020,18.0,10.0,106.65063339102684,17,47,12,14,0.023489932885906,1.6036036036036037,4,posessions
A camera that can see around corners,TEDx,332472,2020,23.0,12.0,69.28705939066424,5,48,13,17,0.0374449339207048,1.7212121212121212,4,environment
"The weird history of the ""sex chromosomes""",TED Institute,1498000,2020,22.5,11.1,67.35352602808454,31,85,57,23,0.0282555282555282,1.4130434782608696,4,environment
"Go ahead, dream about the future",TED Women,2326579,2020,18.0,10.0,79.5755556939653,40,30,35,10,0.0139860139860139,1.4623655913978495,4,human feelings
How repaying loans with social service transforms communities,TED Women,1813983,2020,15.5,10.3,105.34876984689684,5,24,18,25,0.0377073906485671,1.6787330316742082,4,technology
A fascinating time capsule of human feelings toward AI,TED Main,1954073,2020,19.0,10.1,89.60528533967954,13,25,28,17,0.044041450777202,1.7567567567567568,4,human feelings
Why COVID-19 is hitting us now -- and how to prepare for the next outbreak,TEDx,3577641,2020,17.5,9.4,72.08513922675336,12,46,69,16,0.0163432073544433,1.5319693094629157,4,posessions
A campaign for period positivity,TED-Ed Weekend,1781221,2020,20.5,14.3,109.33292400069747,2,33,20,11,0.0200729927007299,1.4553990610328638,4,human feelings
"The beautiful, mysterious science of how you hear",TED Institute,422909,2020,19.5,9.3,78.84669446138852,10,27,30,43,0.0456475583864118,1.8642384105960264,4,environment
¿Cuándo te importa mi silla de ruedas?,TEDx,62927,2020,13.0,6.5,49.00273771367522,53,7,21,4,0.0062305295950155,0.880184331797235,4,human feelings
Why it's so hard to talk about the N-word,TEDx,2146052,2020,14.0,7.9,78.56840628659839,46,26,12,17,0.0146425495262704,1.6320224719101124,4,health
The dangers of a noisy ocean -- and how we can quiet it down,TED Summit,1456009,2020,20.0,9.3,95.9367146872402,9,26,20,19,0.0242656449553001,2.0348837209302326,4,environment
How menopause affects the brain,TED Women,2935892,2020,16.0,8.3,64.34604933110367,8,43,24,9,0.0114795918367346,2.090534979423868,4,environment
What happens when a Silicon Valley technologist works for the government,TED Main,1438624,2020,17.0,8.4,104.132737727999,14,32,20,6,0.0164835164835164,1.6587301587301588,4,entertainment
The gender-fluid history of the Philippines,TED Institute,1853117,2020,14.0,9.2,128.23801531483556,14,29,18,7,0.010752688172043,1.884393063583815,4,health
How women are revolutionizing Rwanda,TED Women,1614579,2020,20.0,10.7,70.37380414842596,17,42,12,15,0.0207468879668049,1.7160493827160497,4,human feelings
How a miniaturized atomic clock could revolutionize space exploration,TEDx,1968067,2020,21.0,10.8,83.99290452370596,17,56,12,24,0.0352941176470588,1.5450643776824031,4,human feelings
Art that reveals how technology frames reality,TED Women,337198,2020,16.0,11.3,88.81613211197048,14,27,17,1,0.0019960079840319,1.375,4,human feelings
"When local news dies, so does democracy",TEDx,2009349,2020,15.0,9.3,113.2132768361582,9,37,20,16,0.0238450074515648,1.671497584541063,4,entertainment
How to turn climate anxiety into action,TED Women,2116811,2020,12.0,7.6,64.9291098636728,39,76,40,6,0.007168458781362,0.952076677316294,4,human feelings
What you need to know about stalkerware,TED Women,2483065,2020,20.5,11.2,59.74168970410148,39,26,69,19,0.0244845360824742,1.3433962264150945,4,technology
How bumble bees inspired a network of tiny museums,TED Institute,1953769,2020,23.0,11.2,97.87213740661284,13,47,14,19,0.0284857571214392,1.7142857142857142,4,environment
How technology has changed what it's like to be deaf,TED Institute,2655054,2020,14.0,7.8,99.63557061675868,56,20,26,18,0.0214797136038186,1.4264705882352942,4,environment
How to design gender bias out of your workplace,TEDx,2251687,2020,13.0,8.5,99.13526367856328,21,47,15,20,0.0248138957816377,1.3776223776223775,4,technology
Management lessons from Chinese business and philosophy,TED Institute,2099421,2020,15.0,8.6,141.8899473058442,14,13,5,18,0.0276923076923076,2.0155440414507773,4,technology
The real story of the Black Panther Party,TEDx,1182288,2020,12.0,7.9,50.18671523828122,59,59,28,4,0.0049566294919454,1.4337016574585637,4,entertainment
How volumetric video brings a new dimension to filmmaking,TED Summit,309444,2020,14.5,9.3,60.53403678606002,6,59,18,13,0.0184921763869132,1.4910714285714286,4,human feelings
Why you should get paid for your data,TED Women,2252179,2020,16.0,10.3,92.39690198070086,23,61,55,17,0.0196078431372549,1.6344827586206896,4,technology
This is your brain on air pollution,TED Summit,463112,2020,15.5,12.5,80.72785198912717,5,57,16,14,0.0181347150259067,1.72,4,technology
"The beautiful, hard work of co-parenting",TED Women,1525627,2020,18.0,12.1,65.17759230594183,37,33,14,7,0.0123893805309734,1.800970873786408,4,human feelings
A brief tour of the last 4 billion years (dinosaurs not included),TED Summit,1586541,2020,14.0,8.6,135.09774110496852,2,31,1,13,0.0246212121212121,2.1474358974358974,4,environment
For the love of fangirls,TEDx,1330605,2020,12.0,8.4,59.93866505622178,50,30,27,14,0.0193637621023513,1.281021897810219,4,human feelings
How symbols and brands shape our humanity,TED Women,2151336,2020,19.0,10.5,55.665147516392665,9,53,7,14,0.0164319248826291,2.0813397129186604,4,human feelings
Online predators spread fake porn of me. Here's how I fought back,TEDx,422430,2020,17.0,8.2,75.86218362212404,61,20,16,10,0.0141643059490084,1.2462311557788943,4,health
What a nun can teach a scientist about ecology,TED Institute,1653346,2020,19.0,12.4,88.4120002688172,27,30,30,13,0.0154946364719904,1.603896103896104,4,environment
"How online marketplaces can help local economies, not hurt them",TED Institute,2272082,2020,16.0,8.7,87.62371053993445,15,29,28,22,0.0294511378848728,1.7137096774193548,4,technology
Why immigration prisons aren't the answer,TEDx,21915,2020,16.0,7.3,113.2126241963764,4,35,14,8,0.0103761348897535,1.9846938775510203,4,entertainment
Imaginative sculptures that explore how we perceive reality,TED Summit,214433,2020,20.5,11.3,75.32425909852064,21,19,42,7,0.0111287758346581,1.187214611872146,4,human feelings
How bees can keep the peace between elephants and humans,TED Women,2410045,2020,26.0,11.7,81.70009436255022,16,55,24,29,0.0361145703611457,1.5518292682926829,4,environment
What if the poor were part of city planning?,TED Women,417919,2020,15.0,8.1,93.42288587207516,12,39,10,27,0.0334572490706319,1.5477941176470589,4,environment
The science of friction -- and its surprising impact on our lives,TED Institute,2288224,2020,15.0,7.5,77.56445515006617,25,54,123,15,0.0212164073550212,1.3079178885630498,4,environment
The health benefits of clowning around,TED Residency,387695,2020,13.5,7.8,90.00041402724298,11,18,7,10,0.0223214285714285,1.7017543859649122,4,human feelings
Tiny robots with giant potential,TED Institute,325876,2020,13.0,6.5,71.38701928567622,16,64,70,26,0.0329113924050632,1.3008595988538685,4,environment
The real story of Rosa Parks -- and why we need to confront myths about Black history,TEDx,2229180,2020,10.0,6.3,47.20546908135668,64,43,81,12,0.010978956999085,1.1177777777777778,4,health
Dictators hate political cartoons -- so I keep drawing them,TED Women,337113,2020,28.0,15.1,80.17813516048199,42,21,11,6,0.0059880239520958,1.829383886255924,4,health
Parasitic worms hold back human progress. Here's how we can end them,TED Main,315085,2020,20.0,11.4,112.26484895033282,0,5,2,16,0.0555555555555555,1.9310344827586208,4,posessions
How humans and AI can work together to create better businesses,TED Institute,2282965,2020,12.5,9.1,105.54961302570094,10,37,12,38,0.0447058823529411,1.9552845528455285,4,technology
How virtual reality turns students into scientists,TED Residency,489568,2020,20.0,12.8,102.3535479584052,3,47,9,9,0.0228426395939086,1.2790697674418603,4,human feelings
"A new type of medicine, custom-made with tiny proteins",TED Main,1817319,2020,17.0,9.1,103.94952095418104,4,21,3,5,0.0177935943060498,1.3495934959349594,4,environment
How the magic of kindness helped me survive the Holocaust,TEDx,2478172,2020,16.0,7.4,44.81618942503005,54,49,13,15,0.0226928895612708,1.4829545454545454,4,human feelings
What ocean microbes reveal about the changing climate,TED Institute,1872394,2020,18.0,8.9,70.34862267005984,18,41,24,17,0.021656050955414,2.272727272727273,4,environment
The unpaid work that GDP ignores -- and why it really counts,TEDx,2083791,2020,21.0,12.0,62.3534203559846,16,52,41,6,0.0057747834456207,1.5451263537906137,4,human feelings
Does photographing a moment steal the experience from you?,TED Salon,1526956,2020,19.0,9.0,78.11668980818669,30,35,36,7,0.0139165009940357,1.4,4,environment
A personal health coach for those living with chronic diseases,TED Residency,2121492,2020,15.0,8.8,69.4865796647164,8,31,11,15,0.0319829424307036,1.7852760736196318,4,posessions
Are indoor vertical farms the future of agriculture?,TED Salon,2404628,2020,27.0,16.8,85.94633731849117,5,19,21,19,0.0318257956448911,1.905759162303665,4,environment
How designing brand-new enzymes could change the world,TED Institute,294914,2020,15.5,8.1,63.93429487179487,21,67,49,19,0.0239898989898989,1.4741144414168936,4,environment
Why can't we talk about periods?,TED Women,2779933,2020,16.0,8.5,64.49047619047619,25,58,44,12,0.017094017094017,1.2758620689655171,4,human feelings
A path to security for the world's deadliest countries,TED Summit,1288278,2020,17.0,9.2,105.74619802552208,7,41,27,18,0.0191489361702127,1.6823529411764706,4,human feelings
Why are drug prices so high? Investigating the outdated US patent system,TED Women,2223682,2020,15.5,9.6,97.7075803495793,10,40,9,26,0.0344827586206896,1.6995708154506437,4,entertainment
How supply chain transparency can help the planet,TED Institute,1932561,2020,19.5,10.0,70.01123136553369,7,50,41,9,0.0111248454882571,1.476027397260274,4,environment
How guest worker visas could transform the US immigration system,TED Salon,1946104,2020,17.0,9.5,111.812290257213,2,9,3,16,0.024390243902439,2.2095808383233533,4,technology
The perks of being a pirate,TEDx,2636064,2020,23.5,16.2,91.77051568417986,41,25,7,8,0.0149532710280373,1.310880829015544,4,human feelings
"Why ""biofabrication"" is the next industrial revolution",TED Summit,2296681,2020,17.0,11.3,128.50891611926525,12,37,9,8,0.0108108108108108,1.875621890547264,4,environment
A swarm of mini drones makes ... magic!,TED Summit,530797,2020,9.0,8.8,46.197435897435895,2,1,6,0,0.0,1.425,4,human feelings
Climate change will displace millions. Here's how we prepare,TED Women,2564737,2020,20.0,11.6,76.17094861660078,11,63,10,6,0.0078226857887874,1.6097560975609757,4,environment
What a digital government looks like,TED Summit,2309255,2020,18.0,12.2,103.29618764338852,9,26,17,15,0.0180072028811524,1.9375,4,entertainment
The secret weapon that let dinosaurs take over the planet,TEDx,406277,2020,22.5,11.9,59.14564128416875,4,42,9,11,0.0179738562091503,1.988235294117647,4,environment
The urgent case for antibiotic-free animals,TED Institute,2168685,2020,17.0,9.5,100.53141065512536,7,46,36,15,0.0227617602427921,1.6637554585152838,4,posessions
The search for dark matter -- and what we've found so far,TED Institute,821151,2020,18.0,7.5,58.09769480621866,9,63,36,30,0.0318133616118769,1.57439446366782,4,human feelings
"The past, present and future of nicotine addiction",TEDx,2294735,2020,15.0,10.0,60.67370876356756,15,50,17,24,0.0228571428571428,2.3076923076923075,4,human feelings
"The ""opportunity gap"" in US public education -- and how to close it",TED Residency,2333932,2020,32.0,16.8,119.2183302806348,13,33,4,11,0.022964509394572,1.7607361963190185,4,gender equity
"To challenge the status quo, find a ""co-conspirator""",TED Institute,1472955,2020,21.5,11.0,67.40077906989671,16,69,23,10,0.0150829562594268,1.2919463087248322,4,technology
